AmbulanceR;BikeInjury;CrashID;CrashYear;SpeedLimit;TraffCntrl;Weather
Yes;C: Possible Injury;105165143;2017;30 - 35  MPH;Stop And Go Signal;Cloudy
No;C: Possible Injury;105165874;2017;30 - 35  MPH;Stop Sign;Cloudy
Yes;C: Possible Injury;105166466;2017;40 - 45  MPH;Stop Sign;Clear
No;C: Possible Injury;105166560;2017;40 - 45  MPH;Double Yellow Line; No Passing Zone
Yes;A: Suspected Serious Injury;105166912;2017;30 - 35  MPH;Stop Sign;Clear
Yes;C: Possible Injury;105167425;2017;30 - 35  MPH;Stop And Go Signal;Clear
Yes;C: Possible Injury;105167667;2017;30 - 35  MPH;No Control Present;Rain
Yes;Unknown Injury;105168033;2017;40 - 45  MPH;Stop Sign;Clear
No;C: Possible Injury;105169351;2017;20 - 25  MPH;No Control Present;Clear
No;C: Possible Injury;105169603;2017;30 - 35  MPH;No Control Present;Clear
Yes;K: Killed;105169916;2017;40 - 45  MPH;Double Yellow Line; No Passing Zone
Yes;C: Possible Injury;105170360;2017;20 - 25  MPH;Stop And Go Signal;Clear
Yes;A: Suspected Serious Injury;105170435;2017;30 - 35  MPH;No Control Present;Clear
Yes;K: Killed;105170713;2017;30 - 35  MPH;No Control Present;Clear
No;C: Possible Injury;105171213;2017;40 - 45  MPH;Stop And Go Signal;Clear
Yes;C: Possible Injury;105172547;2017;30 - 35  MPH;No Control Present;Clear
Yes;C: Possible Injury;105173224;2017;40 - 45  MPH;Stop And Go Signal;Clear
No;C: Possible Injury;105173446;2017;50 - 55  MPH;Stop And Go Signal;Clear
No;C: Possible Injury;105173660;2017;20 - 25  MPH;No Control Present;Cloudy
No;O: No Injury;105174054;2017;20 - 25  MPH;No Control Present;Clear
Yes;A: Suspected Serious Injury;105174516;2017;50 - 55  MPH;Double Yellow Line; No Passing Zone
Yes;C: Possible Injury;105176078;2017;30 - 35  MPH;Stop Sign;Clear
Yes;C: Possible Injury;105176431;2017;20 - 25  MPH;Stop Sign;Rain
Yes;C: Possible Injury;105176532;2017;40 - 45  MPH;Stop And Go Signal;Clear
No;C: Possible Injury;105176533;2017;20 - 25  MPH;Stop And Go Signal;Cloudy
No;O: No Injury;105176858;2017;Unknown;Stop Sign;Clear
Yes;C: Possible Injury;105177453;2017;50 - 55  MPH;Double Yellow Line; No Passing Zone
No;C: Possible Injury;105177643;2017;20 - 25  MPH;No Control Present;Clear
Yes;C: Possible Injury;105177999;2017;30 - 35  MPH;No Control Present;Clear
Yes;C: Possible Injury;105179126;2017;30 - 35  MPH;Stop Sign;Clear
No;C: Possible Injury;105179188;2017;20 - 25  MPH;No Control Present;Clear
Yes;C: Possible Injury;105180479;2017;20 - 25  MPH;Stop Sign;Clear
Yes;A: Suspected Serious Injury;105181000;2017;50 - 55  MPH;No Control Present;Clear
No;O: No Injury;105181247;2017;50 - 55  MPH;Double Yellow Line; No Passing Zone
Yes;A: Suspected Serious Injury;105182245;2017;50 - 55  MPH;No Control Present;Clear
No;C: Possible Injury;105184033;2017;50 - 55  MPH;Double Yellow Line; No Passing Zone
Yes;C: Possible Injury;105184257;2017;40 - 45  MPH;Double Yellow Line; No Passing Zone
Yes;C: Possible Injury;105185027;2017;30 - 35  MPH;Stop And Go Signal;Clear
Yes;C: Possible Injury;105185227;2017;20 - 25  MPH;Stop And Go Signal;Cloudy
No;C: Possible Injury;105185622;2017;30 - 35  MPH;No Control Present;Cloudy
No;O: No Injury;105186113;2017;30 - 35  MPH;Stop Sign;Clear
Yes;C: Possible Injury;105186647;2017;30 - 35  MPH;Stop Sign;Clear
Yes;C: Possible Injury;105187019;2017;5 - 15 MPH;No Control Present;Clear
No;O: No Injury;105187780;2017;50 - 55  MPH;Double Yellow Line; No Passing Zone
Yes;K: Killed;105187786;2017;40 - 45  MPH;Double Yellow Line; No Passing Zone
Yes;C: Possible Injury;105188871;2017;Unknown;No Control Present;Clear
Yes;K: Killed;105189064;2017;60 - 75 MPH;No Control Present;Clear
Yes;C: Possible Injury;105189080;2017;30 - 35  MPH;Stop And Go Signal;Cloudy
Yes;C: Possible Injury;105189454;2017;5 - 15 MPH;No Control Present;Clear
Yes;A: Suspected Serious Injury;105189495;2017;30 - 35  MPH;Stop And Go Signal;Cloudy
Yes;C: Possible Injury;105190466;2017;5 - 15 MPH;Stop Sign;Clear
Yes;C: Possible Injury;105190620;2017;30 - 35  MPH;No Control Present;Clear
No;C: Possible Injury;105190717;2017;Unknown;No Control Present;Clear
Yes;Unknown Injury;105192341;2017;50 - 55  MPH;No Control Present;Cloudy
No;C: Possible Injury;105192591;2017;30 - 35  MPH;No Control Present;Cloudy
Yes;C: Possible Injury;105193898;2017;30 - 35  MPH;Stop Sign;Clear
No;O: No Injury;105194015;2017;30 - 35  MPH;Stop And Go Signal;Cloudy
Yes;C: Possible Injury;105195532;2017;30 - 35  MPH;No Control Present;Clear
No;C: Possible Injury;105195547;2017;20 - 25  MPH;No Control Present;Clear
Yes;K: Killed;105196120;2017;40 - 45  MPH;Double Yellow Line; No Passing Zone
Yes;C: Possible Injury;105196940;2017;40 - 45  MPH;No Control Present;Clear
Yes;C: Possible Injury;105197130;2017;20 - 25  MPH;Stop Sign;Clear
Yes;O: No Injury;105197230;2017;30 - 35  MPH;No Control Present;Clear
Yes;C: Possible Injury;105197240;2017;30 - 35  MPH;Double Yellow Line; No Passing Zone
Yes;C: Possible Injury;105197313;2017;30 - 35  MPH;No Control Present;Clear
No;O: No Injury;105197738;2017;Unknown;No Control Present;Clear
Yes;C: Possible Injury;105197961;2017;40 - 45  MPH;Human Control;Cloudy
No;O: No Injury;105199938;2017;30 - 35  MPH;Stop And Go Signal;Cloudy
No;O: No Injury;105200254;2017;5 - 15 MPH;No Control Present;Clear
No;O: No Injury;105200331;2017;5 - 15 MPH;Stop Sign;Clear
Yes;C: Possible Injury;105200907;2017;30 - 35  MPH;No Control Present;Cloudy
Yes;C: Possible Injury;105201106;2017;Unknown;Double Yellow Line; No Passing Zone
Yes;A: Suspected Serious Injury;105201752;2017;50 - 55  MPH;No Control Present;Clear
No;C: Possible Injury;105202322;2017;20 - 25  MPH;Stop And Go Signal;Cloudy
Yes;A: Suspected Serious Injury;105202930;2017;40 - 45  MPH;Double Yellow Line; No Passing Zone
Yes;C: Possible Injury;105203622;2017;30 - 35  MPH;Stop And Go Signal;Clear
Yes;C: Possible Injury;105204740;2017;Unknown;No Control Present;Clear
Yes;C: Possible Injury;105205256;2017;40 - 45  MPH;No Control Present;Clear
No;C: Possible Injury;105207741;2017;30 - 35  MPH;Stop And Go Signal;Clear
Yes;C: Possible Injury;105208319;2017;40 - 45  MPH;Double Yellow Line; No Passing Zone
Yes;A: Suspected Serious Injury;105208861;2017;40 - 45  MPH;Double Yellow Line; No Passing Zone
No;O: No Injury;105209520;2017;30 - 35  MPH;No Control Present;Clear
Yes;C: Possible Injury;105210125;2017;30 - 35  MPH;Stop Sign;Clear
No;C: Possible Injury;105211054;2017;30 - 35  MPH;No Control Present;Clear
No;C: Possible Injury;105212446;2017;Unknown;No Control Present;Clear
Yes;C: Possible Injury;105212532;2017;30 - 35  MPH;No Control Present;Clear
Yes;C: Possible Injury;105213594;2017;20 - 25  MPH;No Control Present;Clear
Yes;C: Possible Injury;105213654;2017;20 - 25  MPH;Stop Sign;Clear
No;O: No Injury;105213769;2017;40 - 45  MPH;No Control Present;Clear
Yes;C: Possible Injury;105214089;2017;20 - 25  MPH;No Control Present;Clear
Yes;C: Possible Injury;105216197;2017;30 - 35  MPH;Stop And Go Signal;Clear
Yes;C: Possible Injury;105216403;2017;30 - 35  MPH;No Control Present;Clear
Yes;C: Possible Injury;105219143;2017;20 - 25  MPH;No Control Present;Clear
No;C: Possible Injury;105219567;2017;30 - 35  MPH;Stop And Go Signal;Clear
Yes;C: Possible Injury;105220900;2017;30 - 35  MPH;Stop And Go Signal;Clear
Yes;C: Possible Injury;105221225;2017;20 - 25  MPH;No Control Present;Clear
Yes;C: Possible Injury;105222946;2017;30 - 35  MPH;Warning Sign;Clear
No;O: No Injury;105223487;2017;Unknown;Stop Sign;Cloudy
No;O: No Injury;105224089;2017;20 - 25  MPH;Stop Sign;Clear
Yes;C: Possible Injury;105224494;2017;30 - 35  MPH;Stop And Go Signal;Clear
Yes;C: Possible Injury;105227280;2017;40 - 45  MPH;No Control Present;Clear
Yes;Unknown Injury;105228018;2017;5 - 15 MPH;Stop And Go Signal;Clear
No;C: Possible Injury;105228205;2017;5 - 15 MPH;No Control Present;Clear
Yes;C: Possible Injury;105228335;2017;30 - 35  MPH;Stop Sign;Clear
Yes;C: Possible Injury;105228537;2017;30 - 35  MPH;Stop And Go Signal;Clear
Yes;C: Possible Injury;105228743;2017;20 - 25  MPH;Stop Sign;Clear
Yes;C: Possible Injury;105228860;2017;20 - 25  MPH;Stop And Go Signal;Clear
Yes;A: Suspected Serious Injury;105229074;2017;40 - 45  MPH;Double Yellow Line; No Passing Zone
Yes;C: Possible Injury;105230587;2017;30 - 35  MPH;Stop And Go Signal;Clear
No;C: Possible Injury;105231703;2017;30 - 35  MPH;No Control Present;Clear
No;C: Possible Injury;105232415;2017;5 - 15 MPH;Stop Sign;Cloudy
Yes;C: Possible Injury;105232441;2017;40 - 45  MPH;Stop Sign;Clear
No;C: Possible Injury;105232544;2017;40 - 45  MPH;No Control Present;Clear
Yes;C: Possible Injury;105232626;2017;20 - 25  MPH;No Control Present;Clear
Yes;C: Possible Injury;105233023;2017;30 - 35  MPH;Stop Sign;Clear
No;Unknown Injury;105233251;2017;20 - 25  MPH;Stop And Go Signal;Clear
Yes;A: Suspected Serious Injury;105233298;2017;20 - 25  MPH;Stop Sign;Clear
Yes;C: Possible Injury;105234141;2017;40 - 45  MPH;No Control Present;Clear
Yes;C: Possible Injury;105234410;2017;50 - 55  MPH;Double Yellow Line; No Passing Zone
Yes;Unknown Injury;105234923;2017;5 - 15 MPH;No Control Present;Clear
Yes;C: Possible Injury;105235515;2017;30 - 35  MPH;Stop Sign;Clear
Yes;C: Possible Injury;105235788;2017;20 - 25  MPH;Stop Sign;Clear
Yes;K: Killed;105235926;2017;50 - 55  MPH;No Control Present;Clear
No;Unknown Injury;105236079;2017;40 - 45  MPH;Stop And Go Signal;Clear
Yes;C: Possible Injury;105236462;2017;30 - 35  MPH;Stop Sign;Clear
No;O: No Injury;105236619;2017;40 - 45  MPH;No Control Present;Clear
Yes;C: Possible Injury;105237673;2017;30 - 35  MPH;Stop Sign;Clear
Yes;C: Possible Injury;105238339;2017;30 - 35  MPH;No Control Present;Clear
No;O: No Injury;105239416;2017;30 - 35  MPH;No Control Present;Clear
Yes;C: Possible Injury;105239555;2017;40 - 45  MPH;Double Yellow Line; No Passing Zone
No;C: Possible Injury;105239954;2017;30 - 35  MPH;No Control Present;Clear
Yes;C: Possible Injury;105240326;2017;30 - 35  MPH;Stop Sign;Clear
Yes;C: Possible Injury;105240422;2017;30 - 35  MPH;Double Yellow Line; No Passing Zone
Yes;C: Possible Injury;105240521;2017;30 - 35  MPH;Stop And Go Signal;Clear
Yes;C: Possible Injury;105241258;2017;30 - 35  MPH;Stop And Go Signal;Clear
Yes;Unknown Injury;105241786;2017;30 - 35  MPH;No Control Present;Clear
Yes;C: Possible Injury;105242063;2017;30 - 35  MPH;Stop Sign;Cloudy
Yes;A: Suspected Serious Injury;105245296;2017;60 - 75 MPH;No Control Present;Clear
Yes;C: Possible Injury;105246260;2017;30 - 35  MPH;Stop And Go Signal;Cloudy
No;A: Suspected Serious Injury;105246907;2017;50 - 55  MPH;No Control Present;Clear
Yes;C: Possible Injury;105247690;2017;Unknown;No Control Present;Clear
No;O: No Injury;105247713;2017;5 - 15 MPH;No Control Present;Clear
Yes;C: Possible Injury;105247966;2017;Unknown;No Control Present;Clear
Yes;A: Suspected Serious Injury;105248234;2017;50 - 55  MPH;Double Yellow Line; No Passing Zone
Yes;A: Suspected Serious Injury;105248240;2017;40 - 45  MPH;Double Yellow Line; No Passing Zone
No;O: No Injury;105248374;2017;50 - 55  MPH;Stop Sign;Cloudy
Yes;K: Killed;105249192;2017;30 - 35  MPH;Stop Sign;Clear
No;C: Possible Injury;105249215;2017;40 - 45  MPH;No Control Present;Clear
No;O: No Injury;105249343;2017;20 - 25  MPH;No Control Present;Clear
No;O: No Injury;105249524;2017;5 - 15 MPH;No Control Present;Clear
Yes;C: Possible Injury;105249527;2017;40 - 45  MPH;No Control Present;Cloudy
No;O: No Injury;105250822;2017;5 - 15 MPH;No Control Present;Clear
No;C: Possible Injury;105251610;2017;40 - 45  MPH;Yield Sign;Clear
Yes;C: Possible Injury;105253873;2017;5 - 15 MPH;No Control Present;Clear
No;C: Possible Injury;105254125;2017;40 - 45  MPH;No Control Present;Rain
No;C: Possible Injury;105255107;2017;20 - 25  MPH;Stop And Go Signal;Clear
Yes;C: Possible Injury;105255510;2017;50 - 55  MPH;Double Yellow Line; No Passing Zone
Yes;C: Possible Injury;105256179;2017;40 - 45  MPH;Double Yellow Line; No Passing Zone
Yes;C: Possible Injury;105256412;2017;30 - 35  MPH;No Control Present;Cloudy
Yes;A: Suspected Serious Injury;105256420;2017;30 - 35  MPH;No Control Present;Clear
No;C: Possible Injury;105256457;2017;30 - 35  MPH;Stop And Go Signal;Rain
Yes;C: Possible Injury;105257792;2017;30 - 35  MPH;No Control Present;Clear
Yes;A: Suspected Serious Injury;105257864;2017;50 - 55  MPH;No Control Present;Clear
Yes;C: Possible Injury;105257926;2017;5 - 15 MPH;Stop Sign;Clear
No;C: Possible Injury;105258463;2017;40 - 45  MPH;No Control Present;Clear
Yes;Unknown Injury;105258983;2017;30 - 35  MPH;No Control Present;Cloudy
No;C: Possible Injury;105258996;2017;Unknown;No Control Present;Clear
Yes;C: Possible Injury;105259540;2017;30 - 35  MPH;Stop And Go Signal;Clear
Yes;C: Possible Injury;105259981;2017;30 - 35  MPH;No Control Present;Clear
Yes;O: No Injury;105260232;2017;20 - 25  MPH;No Control Present;Clear
No;O: No Injury;105261989;2017;Unknown;Stop And Go Signal;Clear
No;C: Possible Injury;105262023;2017;20 - 25  MPH;Stop Sign;Clear
Yes;C: Possible Injury;105262319;2017;5 - 15 MPH;No Control Present;Clear
Yes;A: Suspected Serious Injury;105262494;2017;50 - 55  MPH;Stop Sign;Clear
Yes;C: Possible Injury;105262635;2017;50 - 55  MPH;Double Yellow Line; No Passing Zone
Yes;K: Killed;105263600;2017;50 - 55  MPH;No Control Present;Clear
Yes;Unknown Injury;105264486;2017;30 - 35  MPH;No Control Present;Rain
Yes;A: Suspected Serious Injury;105265168;2017;40 - 45  MPH;Double Yellow Line; No Passing Zone
Yes;A: Suspected Serious Injury;105265478;2017;30 - 35  MPH;No Control Present;Clear
Yes;C: Possible Injury;105265811;2017;20 - 25  MPH;Stop Sign;Cloudy
Yes;K: Killed;105266666;2017;50 - 55  MPH;Stop Sign;Clear
Yes;C: Possible Injury;105266998;2017;40 - 45  MPH;Stop And Go Signal;Rain
Yes;C: Possible Injury;105267605;2017;20 - 25  MPH;No Control Present;Clear
No;C: Possible Injury;105267665;2017;30 - 35  MPH;No Control Present;Clear
Yes;A: Suspected Serious Injury;105268055;2017;30 - 35  MPH;No Control Present;Clear
Yes;A: Suspected Serious Injury;105268502;2017;50 - 55  MPH;Double Yellow Line; No Passing Zone
Yes;C: Possible Injury;105268546;2017;30 - 35  MPH;Double Yellow Line; No Passing Zone
No;C: Possible Injury;105269931;2017;5 - 15 MPH;No Control Present;Cloudy
Yes;C: Possible Injury;105270199;2017;30 - 35  MPH;Stop Sign;Clear
No;C: Possible Injury;105271138;2017;30 - 35  MPH;Stop And Go Signal;Fog
Yes;C: Possible Injury;105271212;2017;20 - 25  MPH;No Control Present;Clear
No;Unknown Injury;105271546;2017;40 - 45  MPH;Double Yellow Line; No Passing Zone
Yes;C: Possible Injury;105271782;2017;30 - 35  MPH;No Control Present;Clear
No;C: Possible Injury;105271851;2017;Unknown;No Control Present;Clear
No;Unknown Injury;105272484;2017;40 - 45  MPH;Stop And Go Signal;Cloudy
Yes;C: Possible Injury;105272635;2017;30 - 35  MPH;No Control Present;Clear
Yes;C: Possible Injury;105273725;2017;30 - 35  MPH;Stop And Go Signal;Clear
Yes;C: Possible Injury;105273735;2017;30 - 35  MPH;No Control Present;Clear
Yes;C: Possible Injury;105273802;2017;5 - 15 MPH;Stop Sign;Clear
Yes;C: Possible Injury;105274642;2017;30 - 35  MPH;Stop And Go Signal;Clear
No;O: No Injury;105275991;2017;30 - 35  MPH;Stop And Go Signal;Clear
No;C: Possible Injury;105277650;2017;5 - 15 MPH;No Control Present;Cloudy
Yes;C: Possible Injury;105277933;2017;30 - 35  MPH;Stop And Go Signal;Clear
Yes;C: Possible Injury;105277969;2017;30 - 35  MPH;No Control Present;Clear
No;C: Possible Injury;105278897;2017;40 - 45  MPH;Stop Sign;Clear
No;Unknown Injury;105279376;2017;Unknown;No Control Present;Clear
No;O: No Injury;105279582;2017;30 - 35  MPH;Double Yellow Line; No Passing Zone
Yes;C: Possible Injury;105280576;2017;40 - 45  MPH;No Control Present;Clear
No;C: Possible Injury;105280755;2017;40 - 45  MPH;No Control Present;Cloudy
Yes;C: Possible Injury;105281865;2017;30 - 35  MPH;No Control Present;Rain
No;O: No Injury;105281984;2017;20 - 25  MPH;No Control Present;Clear
Yes;C: Possible Injury;105282444;2017;30 - 35  MPH;No Control Present;Clear
Yes;C: Possible Injury;105283207;2017;20 - 25  MPH;Yield Sign;Clear
Yes;C: Possible Injury;105284478;2017;50 - 55  MPH;No Control Present;Cloudy
No;C: Possible Injury;105286082;2017;30 - 35  MPH;Double Yellow Line; No Passing Zone
No;C: Possible Injury;105286087;2017;20 - 25  MPH;No Control Present;Clear
No;C: Possible Injury;105286986;2017;Unknown;No Control Present;Clear
No;C: Possible Injury;105287290;2017;20 - 25  MPH;No Control Present;Clear
Yes;A: Suspected Serious Injury;105287502;2017;30 - 35  MPH;No Control Present;Clear
No;C: Possible Injury;105288634;2017;30 - 35  MPH;No Control Present;Clear
Yes;C: Possible Injury;105288858;2017;30 - 35  MPH;Stop Sign;Cloudy
Yes;C: Possible Injury;105291367;2017;40 - 45  MPH;No Control Present;Clear
No;C: Possible Injury;105291746;2017;30 - 35  MPH;No Control Present;Clear
Yes;Unknown Injury;105292288;2017;30 - 35  MPH;No Control Present;Clear
Yes;K: Killed;105293949;2017;50 - 55  MPH;Double Yellow Line; No Passing Zone
No;O: No Injury;105294057;2017;40 - 45  MPH;No Control Present;Cloudy
No;O: No Injury;105295433;2017;20 - 25  MPH;No Control Present;Clear
Yes;Unknown Injury;105295577;2017;Unknown;Stop And Go Signal;Cloudy
No;O: No Injury;105296086;2017;20 - 25  MPH;Stop And Go Signal;Clear
Yes;C: Possible Injury;105297186;2017;Unknown;No Control Present;Clear
No;C: Possible Injury;105297349;2017;20 - 25  MPH;Stop And Go Signal;Cloudy
Yes;C: Possible Injury;105297813;2017;30 - 35  MPH;Stop And Go Signal;Clear
No;Unknown Injury;105298249;2017;30 - 35  MPH;Stop And Go Signal;Clear
Yes;C: Possible Injury;105298315;2017;30 - 35  MPH;Stop Sign;Rain
No;O: No Injury;105298366;2017;5 - 15 MPH;No Control Present;Clear
Yes;C: Possible Injury;105298444;2017;20 - 25  MPH;Stop And Go Signal;Clear
Yes;A: Suspected Serious Injury;105299634;2017;40 - 45  MPH;Double Yellow Line; No Passing Zone
No;C: Possible Injury;105300600;2017;30 - 35  MPH;Stop Sign;Clear
Yes;C: Possible Injury;105300639;2017;30 - 35  MPH;Stop And Go Signal;Clear
Yes;C: Possible Injury;105300893;2017;20 - 25  MPH;Stop And Go Signal;Cloudy
No;O: No Injury;105301005;2017;30 - 35  MPH;Stop Sign;Clear
No;O: No Injury;105301440;2017;40 - 45  MPH;Double Yellow Line; No Passing Zone
Yes;C: Possible Injury;105302210;2017;Unknown;No Control Present;Clear
Yes;C: Possible Injury;105302811;2017;30 - 35  MPH;No Control Present;Clear
No;O: No Injury;105303863;2017;40 - 45  MPH;Double Yellow Line; No Passing Zone
Yes;C: Possible Injury;105304697;2017;Unknown;No Control Present;Clear
Yes;C: Possible Injury;105305391;2017;40 - 45  MPH;Stop Sign;Clear
Yes;C: Possible Injury;105305471;2017;40 - 45  MPH;Double Yellow Line; No Passing Zone
Yes;C: Possible Injury;105306334;2017;40 - 45  MPH;No Control Present;Clear
Yes;C: Possible Injury;105306362;2017;30 - 35  MPH;Stop And Go Signal;Clear
Yes;C: Possible Injury;105306563;2017;20 - 25  MPH;No Control Present;Clear
Yes;C: Possible Injury;105307251;2017;40 - 45  MPH;No Control Present;Clear
Yes;C: Possible Injury;105307595;2017;40 - 45  MPH;Double Yellow Line; No Passing Zone
Yes;C: Possible Injury;105309692;2017;30 - 35  MPH;Double Yellow Line; No Passing Zone
Yes;C: Possible Injury;105311678;2017;30 - 35  MPH;Stop And Go Signal;Clear
No;C: Possible Injury;105313142;2017;40 - 45  MPH;Stop And Go Signal;Cloudy
No;O: No Injury;105313326;2017;20 - 25  MPH;No Control Present;Clear
Yes;O: No Injury;105313372;2017;5 - 15 MPH;No Control Present;Clear
Yes;K: Killed;105314022;2017;30 - 35  MPH;No Control Present;Clear
Yes;C: Possible Injury;105314435;2017;30 - 35  MPH;Stop Sign;Snow
No;C: Possible Injury;105314752;2017;30 - 35  MPH;Stop Sign;Rain
Yes;C: Possible Injury;105314753;2017;20 - 25  MPH;Stop And Go Signal;Clear
No;C: Possible Injury;105315251;2017;20 - 25  MPH;No Control Present;Clear
Yes;A: Suspected Serious Injury;105316273;2017;50 - 55  MPH;Double Yellow Line; No Passing Zone
Yes;C: Possible Injury;105317284;2017;30 - 35  MPH;Stop And Go Signal;Clear
No;O: No Injury;105317616;2017;5 - 15 MPH;No Control Present;Clear
Yes;C: Possible Injury;105317928;2017;40 - 45  MPH;Stop And Go Signal;Cloudy
Yes;C: Possible Injury;105318005;2017;50 - 55  MPH;No Control Present;Rain
No;Unknown Injury;105319113;2017;20 - 25  MPH;No Control Present;Clear
